Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,Breached SLA
111431,6/2/2020,Unable to add iSCSI Software Adapter,Marvin Peters,charles.thomas@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,6/10/2020,6/3/2020,Stellar Murad,Workday Team,4,0,N/A,PRODUCTION,New Ticket,No
111439,6/9/2020,Installation of empson printer and scanner,Marvin Peters,msmiths@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,6/10/2020,6/10/2020,Stellar Murad,Help Desk Team,4,0,N/A,PRODUCTION,New Ticket,Yes
111398,3/4/2020,PO Approval Timeouts,Bladimir Macdonald,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/21/2020,N/A,Jared Smith,JDE Support Team,26,3,NON-PROD,TEST,New Ticket,No
111385,2/11/2020,Units Overload,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/11/2020,N/A,Jared Smith,SAP Support Team,45,1,PROD,PRODUCTION,Close Ticket,Yes
111419,4/30/2020,Processes are stock on queued,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/8/2020,N/A,Jared Smith,SAP Support Team,5,1,PROD,PRODUCTION,New Ticket,No
111421,5/7/2020,Unable to boot the Application Server,Melody Thompson,pradeep.sharma@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,5/8/2020,N/A,Jared Smith,SAP Support Team,6,0,NON-PROD,DEVELOPMENT,Close Ticket,No
111410,4/15/2020,Processmaker 3.3.7 Production Upgrade,Troy Daniels,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,4/29/2020,4/15/2020,Stellar Murad,Workday Team,13,2,N/A,N/A,Close Ticket,No
111413,4/17/2020,test,Melody Thompson,jovan_brown@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Open,4/17/2020,4/18/2020,Jose Satary,Help Desk Team,1,0,PROD,PRODUCTION,New Ticket,Yes
543539,11/7/2018,BPM Upgrade from 3.1 to 3.3,Aurora Miller,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Email,Closed,4/15/2020,12/31/2018,Stellar Murad,Workday Team,21,0,N/A,N/A,New Ticket,No
111402,3/17/2020,SMTP issue in SAP Prod,Reah Junes,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/2/2020,N/A,Jared Smith,SAP Support Team,10,2,PROD,DEVELOPMENT,Close Ticket,Yes
111397,3/4/2020,Dev Instance Redirecting to Prod,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/26/2020,N/A,Jared Smith,SAP Support Team,6,2,NON-PROD,DEVELOPMENT,New Ticket,Yes
111388,2/13/2020,COS - Application Error,Melody Thompson,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/24/2020,N/A,Jared Smith,JDE Support Team,10,4,PROD,DEVELOPMENT,New Ticket,No
111396,3/3/2020,"PROD: Gray out fields, cannot input data",Aurora Miller,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/24/2020,N/A,Jared Smith,JDE Support Team,11,5,PROD,DEVELOPMENT,New Ticket,Yes
111373,1/16/2020,Unable to connect to CS 9.2 Database from Win 10,Aurora Miller,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/18/2020,N/A,Jared Smith,SAP Support Team,11,1,NON-PROD,DEVELOPMENT,Close Ticket,No
111372,1/16/2020,GlobalProtect Connection,Melody Thompson,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/16/2020,N/A,Jared Smith,AWS Team,6,2,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111356,12/6/2019,PO submission error in TEST Instance,Julius Wright,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/10/2020,N/A,Jared Smith,JDE Support Team,24,7,NON-PROD,DEVELOPMENT,New Ticket,No
111386,2/12/2020,PROD: Correct Latest Start Date of Employee,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/4/2020,N/A,Jared Smith,JDE Support Team,15,4,PROD,DEVELOPMENT,New Ticket,Yes
111375,1/22/2020,Tuition Calculation Error,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/24/2020,N/A,Jared Smith,SAP Support Team,23,5,PROD,DEVELOPMENT,Close Ticket,No
111377,1/24/2020,Activation of Cost Managers,Kenex Willows,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/21/2020,N/A,Jared Smith,JDE Support Team,22,3,PROD,PRODUCTION,New Ticket,Yes
111389,2/13/2020,Unable to startup the VNCServer,Troy Daniels,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/17/2020,N/A,Jared Smith,SAP Support Team,7,1,NON-PROD,DEVELOPMENT,New Ticket,Yes
111374,1/20/2020,Node ping error [CS 9.2],Melody Thompson,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/17/2020,N/A,Jared Smith,SAP Support Team,4,0,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111371,1/15/2020,PeopleTools Client DPK,Bladimir Macdonald,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/17/2020,N/A,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111381,2/4/2020,Coloc Server is Down,Jasper John,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/11/2020,N/A,Jared Smith,SAP Support Team,6,1,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111368,1/8/2020,Unable to perform search after the restart,Melody Thompson,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/29/2020,N/A,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111376,1/24/2020,IDLE Time,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/28/2020,N/A,Jared Smith,SAP Support Team,5,0,PROD,DEVELOPMENT,Open,Yes
111365,1/3/2020,Compatibility of Windows 10 on Palo alto,Marvin Peters,tyamamoto@gmail.com,Normal,Internal Technical Department,Request,Web,Closed,1/27/2020,1/4/2020,Stellar Murad,Network Team,8,0,N/A,N/A,New Ticket,No
111215,5/29/2019,JDE PROD Invoice Approval Issue 29 May 2019,Troy Daniels,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/16/2020,N/A,Jared Smith,JDE Support Team,15,8,PROD,DEVELOPMENT,New Ticket,No
111362,12/26/2019,VPN Password,Melody Thompson,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/16/2020,N/A,Jared Smith,AWS Team,6,0,NON-PROD,DEVELOPMENT,Close Ticket,No
111359,12/18/2019,JDE Prod Error Page 18 Dec 2019,Melody Thompson,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/15/2020,N/A,Jared Smith,JDE Support Team,14,1,PROD,DEVELOPMENT,New Ticket,Yes
111370,1/11/2020,PeopleTools 8.57 on Client Machine,Bladimir Macdonald,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/14/2020,N/A,Jared Smith,SAP Support Team,7,1,NON-PROD,DEVELOPMENT,Open,Yes
111336,10/25/2019,DEV: Error on External Learning,Marvin Peters,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/14/2020,N/A,Jared Smith,JDE Support Team,11,6,NON-PROD,DEVELOPMENT,New Ticket,No
111209,5/23/2019,JDE PROD - Different User Account (23 May 2019),Riza Richardson,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/14/2020,N/A,Jared Smith,JDE Support Team,17,3,PROD,DEVELOPMENT,New Ticket,No
111355,12/6/2019,Grade Roster Generation Error,Julius Wright,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/10/2020,N/A,Jared Smith,SAP Support Team,16,1,PROD,DEVELOPMENT,New Ticket,Yes
111367,1/7/2020,Booting Up SAP 9.2 in Globe Server​,Bladimir Macdonald,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/8/2020,N/A,Jared Smith,SAP Support Team,8,0,NON-PROD,DEVELOPMENT,Close Ticket,No
111363,1/2/2020,Server Restart Request,Jasper John,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/7/2020,N/A,Jared Smith,SAP Support Team,7,0,NON-PROD,DEVELOPMENT,Close Ticket,Yes
111337,10/30/2019,Dev DB Refresh From PROD Data,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/3/2020,N/A,Jared Smith,SAP Support Team,20,0,N/A,N/A,New Ticket,No
111324,10/14/2019,Patch Application to set up Web Services,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/23/2019,10/15/2019,Jared Smith,JDE Support Team,9,3,N/A,N/A,New Ticket,No
111335,10/25/2019,PROD: Restrictions in assignment set,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/23/2019,12/18/2019,Jared Smith,JDE Support Team,17,8,N/A,N/A,New Ticket,Yes
111326,10/14/2019,Error in Form 5.,Reah Junes,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/23/2019,10/15/2019,Jared Smith,SAP Support Team,26,7,N/A,N/A,New Ticket,Yes
111352,11/29/2019,Updating Description of course MCB 11.,Julius Wright,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/19/2019,11/29/2019,Jared Smith,SAP Support Team,15,1,N/A,N/A,New Ticket,Yes
111354,12/4/2019,JDE Prod Error Page 04 Dec 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/18/2019,12/5/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,Yes
111339,11/4/2019,CHANGE PASSWORD & EMAIL CONFIRMATION,Troy Daniels,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/18/2019,11/5/2019,Jared Smith,SAP Support Team,20,1,N/A,N/A,Close Ticket,Yes
111341,11/6/2019,Relationship Module Message Error,Julius Wright,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/13/2019,11/7/2019,Jared Smith,SAP Support Team,18,3,N/A,N/A,Close Ticket,Yes
111303,9/19/2019,Double Amount in eOR/View Customer Account,Julius Wright,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/13/2019,9/19/2019,Jared Smith,SAP Support Team,13,1,N/A,N/A,Close Ticket,No
111350,11/26/2019,Request to access in Public,Melody Thompson,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/10/2019,11/27/2019,Jared Smith,SAP Support Team,4,0,N/A,N/A,New Ticket,Yes
111349,11/25/2019,3C Engine Not Working,Jasper John,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/2/2019,11/26/2019,Jared Smith,SAP Support Team,5,1,N/A,N/A,New Ticket,Yes
111338,10/30/2019,PROD: Zero value in payroll run result,Jasper John,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/27/2019,11/22/2019,Jared Smith,JDE Support Team,33,20,N/A,N/A,New Ticket,Yes
111342,11/6/2019,PROD: CoS - Record has been entered already,Melody Thompson,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/27/2019,11/21/2019,Jared Smith,JDE Support Team,22,11,N/A,N/A,New Ticket,No
111348,11/25/2019,JDE Test: End date the multiple element entries,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/27/2019,11/26/2019,Jared Smith,JDE Support Team,8,5,N/A,N/A,New Ticket,Yes
111344,11/15/2019,VPN for Coloc Instances,Melody Thompson,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/25/2019,11/16/2019,Jared Smith,AWS Team,5,0,N/A,N/A,Close Ticket,No
111345,11/15/2019,JDE TEST - slowdown,Melody Thompson,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/21/2019,11/16/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,No
111328,10/17/2019,DEV Instance not Accessible,Paul Jiggins,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/15/2019,10/17/2019,Jared Smith,SAP Support Team,7,1,N/A,N/A,Close Ticket,No
111343,11/7/2019,Dev instance: Adding Extra Assignment Information,Jasper John,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/8/2019,11/8/2019,Jared Smith,JDE Support Team,4,2,N/A,N/A,New Ticket,Yes
111332,10/25/2019,How to get Image in BI Publisher,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/6/2019,10/25/2019,Jared Smith,SAP Support Team,5,0,N/A,N/A,Close Ticket,Yes
111340,11/5/2019,Cannot Connect to VPN,Julius Wright,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,11/5/2019,11/5/2019,Jared Smith,AWS Team,7,0,N/A,N/A,Close Ticket,No
111330,10/21/2019,APP-PAY-07010 Cannot insert assignment process,Troy Daniels,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/29/2019,10/24/2019,Jared Smith,JDE Support Team,8,4,N/A,N/A,New Ticket,Yes
111315,10/3/2019,JDE Prod DV approval issue,Troy Daniels,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/24/2019,10/21/2019,Jared Smith,JDE Support Team,21,5,N/A,N/A,New Ticket,No
111329,10/18/2019,PROD: Error Value Scholar has been disabled,Jasper John,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/24/2019,10/21/2019,Jared Smith,JDE Support Team,9,5,N/A,N/A,New Ticket,No
111323,10/11/2019,JDE PROD Slowdown posting journal,Melody Thompson,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/22/2019,10/12/2019,Jared Smith,JDE Support Team,23,3,N/A,N/A,New Ticket,No
111319,10/7/2019,Slow to Inaccessible TEST Instance,Troy Daniels,kwillows@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/18/2019,10/8/2019,Jared Smith,JDE Support Team,8,2,N/A,N/A,Close Ticket,No
111313,10/2/2019,Modifying of fields in External Learning,Julius Wright,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/16/2019,10/14/2019,Jared Smith,JDE Support Team,10,3,N/A,N/A,New Ticket,No
111327,10/15/2019,Sort Element Name Alphabetically,Bladimir Macdonald,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/16/2019,10/16/2019,Jared Smith,JDE Support Team,6,1,N/A,N/A,New Ticket,No
111289,8/20/2019,Unable to Tuition Calculate the Student (UPMNL),Melody Thompson,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/15/2019,8/20/2019,Jared Smith,SAP Support Team,16,5,N/A,N/A,New Ticket,Yes
111311,9/30/2019,Duplicates Subject in EOR.,Bladimir Macdonald,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/9/2019,9/30/2019,Jared Smith,SAP Support Team,17,3,N/A,N/A,New Ticket,Yes
111316,10/3/2019,Test Instance: Add new element under Entries,Paul Jiggins,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,10/7/2019,10/4/2019,Jared Smith,JDE Support Team,6,3,N/A,N/A,New Ticket,Yes
111308,9/25/2019,JDE Test Instance Slowdown,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/7/2019,9/26/2019,Jared Smith,JDE Support Team,7,1,N/A,N/A,New Ticket,Yes
111305,9/20/2019,DATA ERROR IN PRODUCTION INSTANCE,John Brown,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/3/2019,9/21/2019,Jared Smith,SAP Support Team,11,1,N/A,N/A,Close Ticket,Yes
111309,9/26/2019,Unable to submit Certificates and Service Records,Julius Wright,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/2/2019,9/27/2019,Jared Smith,JDE Support Team,10,3,N/A,N/A,New Ticket,Yes
111234,6/19/2019,MYSQL Server Access Configuration,Julius Wright,atom.short@gmail.com,Normal,Internal Technical Department,Request,Phone,Closed,10/1/2019,6/20/2019,Stellar Murad,Help Desk Team,15,0,N/A,N/A,New Ticket,Yes
111211,5/27/2019,Missing Dynaform Names,Paul Jiggins,atom.short@gmail.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/1/2019,5/28/2019,Stellar Murad,Workday Team,7,0,N/A,N/A,New Ticket,Yes
111310,9/27/2019,TEST instance: Modify Employee Categories,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/27/2019,9/27/2019,Jared Smith,JDE Support Team,6,5,N/A,N/A,New Ticket,No
111307,9/25/2019,Test instance: APP-PAY-07722 Error,Wilson Campus,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/27/2019,9/26/2019,Jared Smith,JDE Support Team,9,5,N/A,N/A,New Ticket,No
111304,9/20/2019,Project Migration from DEV to PROD Instance,Paul Jiggins,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/26/2019,9/20/2019,Jared Smith,SAP Support Team,6,0,N/A,N/A,New Ticket,No
111302,9/17/2019,Query Manager Error,Julius Wright,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/20/2019,9/18/2019,Jared Smith,SAP Support Team,8,2,N/A,N/A,Close Ticket,No
111300,9/11/2019,PROD: Error in Procurement,Julius Wright,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/20/2019,9/16/2019,Jared Smith,JDE Support Team,13,5,N/A,N/A,New Ticket,No
111294,9/2/2019,JDE Prod Error in paying a DV,Aurora Miller,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/18/2019,9/13/2019,Jared Smith,JDE Support Team,20,5,N/A,N/A,New Ticket,No
111298,9/9/2019,"Unable to get Term Begin Date. (14813,43)",Julius Wright,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/17/2019,9/10/2019,Jared Smith,JDE Support Team,10,2,N/A,N/A,New Ticket,No
111153,3/20/2019,enrolled students are not equal in class roster,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019,N/A,Jared Smith,SAP Support Team,35,8,N/A,N/A,New Ticket,No
111150,3/20/2019,Report Issue,Paul Jiggins,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019,N/A,Jared Smith,SAP Support Team,26,6,N/A,N/A,Close Ticket,No
111259,7/15/2019,Batch Process Error,Paul Jiggins,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019,N/A,Jared Smith,SAP Support Team,11,4,N/A,N/A,Close Ticket,No
111214,5/28/2019,JDE PROD - Expense Report approval issue,Aurora Miller,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/9/2019,9/6/2019,Jared Smith,JDE Support Team,17,5,N/A,N/A,New Ticket,No
111189,4/30/2019,Request for patch application in DEV instance,Wilson Campus,rjunes@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/6/2019,5/1/2019,Jared Smith,JDE Support Team,20,1,N/A,N/A,New Ticket,Yes
111233,6/17/2019,JDE TEST Date Format,John Brown,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/4/2019,N/A,Jared Smith,JDE Support Team,10,2,N/A,N/A,Close Ticket,Yes
111253,7/8/2019,JDE PROD - Bank Account Issue 8 July 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/4/2019,N/A,Jared Smith,JDE Support Team,31,10,N/A,N/A,New Ticket,Yes
111290,8/23/2019,Error on submitting Authority to Fill,Will Roberts,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/3/2019,8/29/2019,Jared Smith,JDE Support Team,13,4,N/A,N/A,New Ticket,Yes
111172,4/8/2019,JDE Test Instance - Error Not setup as worker,Paul Jiggins,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/3/2019,N/A,Jared Smith,JDE Support Team,21,4,N/A,N/A,Close Ticket,Yes
111280,8/1/2019,Beacon Support Ticket Account,Jasper John,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,9/2/2019,8/2/2019,Jared Smith,JDE Support Team,9,0,N/A,N/A,New Ticket,Yes
111293,8/30/2019,PROD: Find a specific table in Oracle,Bladimir Macdonald,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/30/2019,8/30/2019,Jared Smith,JDE Support Team,5,0,N/A,N/A,New Ticket,Yes
111262,7/16/2019,Rehab 260(OSI)Error,Paul Jiggins,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/29/2019,7/16/2019,Jared Smith,SAP Support Team,23,2,N/A,N/A,New Ticket,Yes
111207,5/22/2019,Removing access to the enrollment page,Kimberly Jones,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/28/2019,N/A,Jared Smith,SAP Support Team,39,3,N/A,N/A,Close Ticket,Yes
111272,7/25/2019,TEST instance: Can't Copy Paste data in the field,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/19/2019,Jared Smith,JDE Support Team,22,8,N/A,N/A,New Ticket,Yes
111266,7/19/2019,TEST Instance: How to unchecked the required box,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/19/2019,Jared Smith,JDE Support Team,9,3,N/A,N/A,New Ticket,Yes
111249,7/4/2019,Can't run a general payroll under dev environment,Kezia Richards,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/19/2019,Jared Smith,JDE Support Team,10,4,N/A,N/A,New Ticket,Yes
111244,6/28/2019,Box unchecked under the processed button,Paul Jiggins,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/19/2019,Jared Smith,JDE Support Team,10,1,N/A,N/A,Close Ticket,No
111173,4/10/2019,Authority to Fill Error using Dev & Test Instance,Julius Wright,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019,8/19/2019,Jared Smith,JDE Support Team,11,2,N/A,N/A,New Ticket,No
111282,8/7/2019,Error in process request.,Kezia Richards,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/20/2019,8/13/2019,Jared Smith,SAP Support Team,13,3,N/A,N/A,New Ticket,Yes
111279,8/1/2019,SQL Database Account PROD,Wilson Campus,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/13/2019,8/1/2019,Jared Smith,JDE Support Team,6,0,N/A,N/A,New Ticket,Yes
111278,8/1/2019,VPN Account,John Brown,jwirght@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/13/2019,8/1/2019,Jared Smith,AWS Team,5,0,N/A,N/A,New Ticket,Yes
111274,7/29/2019,Altering Position Type(List of Values),Paul Jiggins,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/7/2019,8/2/2019,Jared Smith,JDE Support Team,9,3,N/A,N/A,New Ticket,Yes
111277,7/31/2019,Creation of VPN Account,Paul Jiggins,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,8/6/2019,7/31/2019,Jared Smith,AWS Team,9,0,N/A,N/A,New Ticket,Yes
111263,7/16/2019,Error Accesing SAP.EDU.PH,Aurora Miller,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019,7/16/2019,Jared Smith,SAP Support Team,7,2,N/A,N/A,New Ticket,No
111275,7/30/2019,PROD: Can't Delete records under Research fields,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019,7/31/2019,Jared Smith,JDE Support Team,12,5,N/A,N/A,New Ticket,No
111276,7/31/2019,Adding Flexfield,Aurora Miller,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019,8/1/2019,Jared Smith,JDE Support Team,16,3,N/A,N/A,New Ticket,No
111190,4/30/2019,JDE PROD - Create Accounting-Completed Warning,Aurora Miller,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/1/2019,5/1/2019,Jared Smith,JDE Support Team,34,8,N/A,N/A,New Ticket,Yes
111264,7/17/2019,VPN Account,John Brown,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/29/2019,7/18/2019,Jared Smith,SAP Support Team,8,1,N/A,N/A,New Ticket,No
111251,7/8/2019,Error occurs in organization,Julius Wright,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/18/2019,7/13/2019,Jared Smith,JDE Support Team,16,7,N/A,N/A,New Ticket,Yes
111260,7/15/2019,SAP DEV INSTANCE,Aurora Miller,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/17/2019,7/16/2019,Jared Smith,SAP Support Team,9,1,N/A,N/A,Close Ticket,Yes
111250,7/5/2019,Appointment for REPS report error,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2019,7/10/2019,Jared Smith,JDE Support Team,16,0,N/A,N/A,New Ticket,Yes
111255,7/9/2019,Enable Report Manager for all,Paul Jiggins,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,7/15/2019,7/10/2019,Jared Smith,SAP Support Team,7,1,N/A,N/A,Close Ticket,No
111256,7/10/2019,Quick Enroll Error,Wilson Campus,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/2019,7/10/2019,Jared Smith,SAP Support Team,8,1,N/A,N/A,Close Ticket,No
111208,5/23/2019,JDE PROD Error Page issue (23 May 2019),Aurora Miller,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/10/2019,7/5/2019,Jared Smith,JDE Support Team,14,1,N/A,N/A,New Ticket,Yes
111197,5/8/2019,Cannot print payslips and payroll reports,Paul Jiggins,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,7/10/2019,7/5/2019,Jared Smith,JDE Support Team,8,1,N/A,N/A,New Ticket,Yes
